PassengerId,Name,SibSp,Parch,Ticket,Fare_scaled,Sex_male,Embarked_Q,Embarked_S,AgeGroup_10-20,AgeGroup_20-30,AgeGroup_30-40,AgeGroup_40-50,AgeGroup_50-60,AgeGroup_60-70,AgeGroup_70-80,Pclass_1,Pclass_2,Pclass_3,Survived
80,"Dowdell, Miss. Elizabeth",0,0,364516,-0.4620999957015772,0,0,1,0,1,0,0,0,0,0,0,0,1,1
81,"Waelens, Mr. Achille",0,0,345767,-0.6977563566720724,1,0,1,0,1,0,0,0,0,0,0,0,1,0
82,"Sheerlinck, Mr. Jan Baptist",0,0,345779,-0.6638489666043753,1,0,1,0,1,0,0,0,0,0,0,0,1,1
84,"Carrau, Mr. Francisco M",0,0,113059,1.8859867664864505,1,0,1,0,1,0,0,0,0,0,1,0,0,0
85,"Ilett, Miss. Bertha",0,0,SO/C 14885,-0.596034186468981,0,0,1,1,0,0,0,0,0,0,0,1,0,1
86,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",3,0,3101278,-0.2332251127446215,0,0,1,0,0,1,0,0,0,0,0,0,1,1
87,"Ford, Mr. William Neal",1,3,W./C. 6608,1.023043689263558,1,0,1,1,0,0,0,0,0,0,0,0,1,0
90,"Celotti, Mr. Francesco",0,0,343275,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
91,"Christmann, Mr. Emil",0,0,343276,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
92,"Andreasson, Mr. Paul Edvin",0,0,347466,-0.7754585317512073,1,0,1,1,0,0,0,0,0,0,0,0,1,0
93,"Chaffee, Mr. Herbert Fuller",1,0,W.E.P. 5734,2.8404797968921254,1,0,1,0,0,0,1,0,0,0,1,0,0,0
94,"Dean, Mr. Bertram Frank",1,2,C.A. 2315,0.08719972339511656,1,0,1,0,1,0,0,0,0,0,0,0,1,0
95,"Coxon, Mr. Daniel",0,0,364500,-0.8164322219090124,1,0,1,0,0,0,0,1,0,0,0,0,1,0
97,"Goldschmidt, Mr. George B",0,0,PC 17754,1.0419775758773602,1,0,0,0,0,0,0,0,0,1,1,0,0,0
98,"Greenfield, Mr. William Bertram",0,1,PC 17759,2.988539806361732,1,0,0,0,1,0,0,0,0,0,1,0,0,1
99,"Doling, Mrs. John T (Ada Julia Bone)",0,1,231919,0.2516505652234478,0,0,1,0,0,1,0,0,0,0,0,1,0,1
100,"Kantor, Mr. Sinai",1,0,244367,0.4550949056296307,1,0,1,0,0,1,0,0,0,0,0,1,0,0
101,"Petranec, Miss. Matilda",0,0,349245,-0.7726374368975747,0,0,1,0,1,0,0,0,0,0,0,0,1,0
104,"Johansson, Mr. Gustaf Joel",0,0,7540,-0.7212067076428919,1,0,1,0,0,1,0,0,0,0,0,0,1,0
105,"Gustafsson, Mr. Anders Vilhelm",2,0,3101276,-0.7706572453176213,1,0,1,0,0,1,0,0,0,0,0,0,1,0
106,"Mionoff, Mr. Stoytcho",0,0,349207,-0.7726374368975747,1,0,1,0,1,0,0,0,0,0,0,0,1,0
107,"Salkjelsvik, Miss. Anna Kristine",0,0,343120,-0.7893063098548547,0,0,1,0,1,0,0,0,0,0,0,0,1,1
109,"Rekic, Mr. Tido",0,0,349249,-0.7726374368975747,1,0,1,0,0,1,0,0,0,0,0,0,1,0
111,"Porter, Mr. Walter Chamberlain",0,0,110465,2.2182791891498828,1,0,1,0,0,0,1,0,0,0,1,0,0,0
112,"Zabour, Miss. Hileni",1,0,2665,-0.3278809828576048,0,0,0,1,0,0,0,0,0,0,0,0,1,0
113,"Barton, Mr. David John",0,0,324669,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
114,"Jussila, Miss. Katriina",1,0,4136,-0.6418091630603722,0,0,1,1,0,0,0,0,0,0,0,0,1,0
115,"Attalah, Miss. Malake",0,0,2627,-0.32760294225904973,0,0,0,1,0,0,0,0,0,0,0,0,1,0
116,"Pekoniemi, Mr. Edvard",0,0,STON/O 2. 3101294,-0.7706572453176213,1,0,1,0,1,0,0,0,0,0,0,0,1,0
117,"Connors, Mr. Patrick",0,0,370369,-0.7825248318413153,1,1,0,0,0,0,0,0,0,1,0,0,1,0
118,"Turpin, Mr. William John Robert",1,0,11668,0.11602100495265918,1,0,1,0,1,0,0,0,0,0,0,1,0,0
120,"Andersson, Miss. Ellis Anna Maria",4,2,347082,0.8128178708438355,0,0,1,0,0,0,0,0,0,0,0,0,1,0
123,"Nasser, Mr. Nicholas",1,0,237736,0.7311553126047937,1,0,0,0,0,1,0,0,0,0,0,1,0,0
124,"Webber, Miss. Susan",0,0,27267,-0.4264972361304952,0,0,1,0,0,1,0,0,0,0,0,1,0,1
126,"Nicola-Yarred, Master. Elias",1,0,2651,-0.545735964042559,1,0,0,1,0,0,0,0,0,0,0,0,1,1
128,"Madsen, Mr. Fridtjof Arne",0,0,C 17369,-0.8237765625976756,1,0,1,0,1,0,0,0,0,0,0,0,1,1
130,"Ekstrom, Mr. Johan",0,0,347061,-0.8350812864462459,1,0,1,0,0,0,1,0,0,0,0,0,1,0
131,"Drazenoic, Mr. Jozef",0,0,349241,-0.7726374368975747,1,0,0,0,0,1,0,0,0,0,0,0,1,0
132,"Coelho, Mr. Domingos Fernandeo",0,0,SOTON/O.Q. 3101307,-0.8299951779360912,1,0,1,1,0,0,0,0,0,0,0,0,1,0
133,"Robins, Mrs. Alexander A (Grace Charity Laury)",1,0,A/5. 3337,-0.32477506592740374,0,0,1,0,0,0,1,0,0,0,0,0,1,0
134,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",1,0,228414,0.4550949056296307,0,0,1,0,1,0,0,0,0,0,0,1,0,1
135,"Sobey, Mr. Samuel James Hayden",0,0,C.A. 29178,-0.4264972361304952,1,0,1,0,1,0,0,0,0,0,0,1,0,0
136,"Richard, Mr. Emile",0,0,SC/PARIS 2133,-0.28776175892950556,1,0,0,0,1,0,0,0,0,0,0,1,0,0
137,"Newsom, Miss. Helen Monypeny",0,2,11752,0.47430683284198794,0,0,1,1,0,0,0,0,0,0,1,0,0,1
138,"Futrelle, Mr. Jacques Heath",1,0,113803,2.292875447298816,1,0,1,0,0,1,0,0,0,0,1,0,0,0
139,"Osen, Mr. Olaf Elon",0,0,7534,-0.6830608938167325,1,0,1,1,0,0,0,0,0,0,0,0,1,0
142,"Nysten, Miss. Anna Sofia",0,0,347081,-0.7825248318413153,0,0,1,0,1,0,0,0,0,0,0,0,1,1
143,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",1,0,STON/O2. 3101279,-0.2332251127446215,0,0,1,0,1,0,0,0,0,0,0,0,1,1
144,"Burke, Mr. Jeremiah",0,0,365222,-0.8503396119767096,1,1,0,1,0,0,0,0,0,0,0,0,1,0
145,"Andrew, Mr. Edgardo Samuel",0,0,231945,-0.5282194063335867,1,0,1,1,0,0,0,0,0,0,0,1,0,0
146,"Nicholls, Mr. Joseph Charles",1,1,C.A. 33112,1.1841037920851194,1,0,1,1,0,0,0,0,0,0,0,1,0,0
147,"Andersson, Mr. August Edvard (""Wennerstrom"")",0,0,350043,-0.7794189149111143,1,0,1,0,1,0,0,0,0,0,0,0,1,1
148,"Ford, Miss. Robina Maggie ""Ruby""",2,2,W./C. 6608,1.023043689263558,0,0,1,0,0,0,0,0,0,0,0,0,1,0
149,"Navratil, Mr. Michel (""Louis M Hoffman"")",0,2,230080,0.4550949056296307,1,0,1,0,0,1,0,0,0,0,0,1,0,0
150,"Byles, Rev. Thomas Roussel Davids",0,0,244310,-0.4264972361304952,1,0,1,0,0,0,1,0,0,0,0,1,0,0
151,"Bateman, Rev. Robert James",0,0,S.O.P. 1166,-0.4587092566948075,1,0,1,0,0,0,0,1,0,0,0,1,0,0
152,"Pears, Mrs. Thomas (Edith Wearne)",1,0,113776,3.208374979126639,0,0,1,0,1,0,0,0,0,0,1,0,0,1
153,"Meo, Mr. Alfonzo",0,0,A.5. 11206,-0.7621803978006969,1,0,1,0,0,0,0,1,0,0,0,0,1,0
154,"van Billiard, Mr. Austin Blyler",0,2,A/5. 851,-0.32477506592740374,1,0,1,0,0,0,1,0,0,0,0,0,1,0
156,"Williams, Mr. Charles Duane",0,1,PC 17597,2.854327574995773,1,0,0,0,0,0,0,1,0,0,1,0,0,0
157,"Gilnagh, Miss. Katherine ""Katie""",0,0,35851,-0.7836573386695764,0,1,0,1,0,0,0,0,0,0,0,0,1,1
158,"Corn, Mr. Harry",0,0,SOTON/OQ 392090,-0.7621803978006969,1,0,1,0,1,0,0,0,0,0,0,0,1,0
161,"Cribb, Mr. John Hatfield",0,1,371362,-0.2162714177107728,1,0,1,0,0,0,1,0,0,0,0,0,1,0
162,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",0,0,C.A. 33595,-0.2400065907581609,0,0,1,0,0,1,0,0,0,0,0,1,0,1
163,"Bengtsson, Mr. John Viktor",0,0,347068,-0.7808294623379304,1,0,1,0,1,0,0,0,0,0,0,0,1,0
164,"Calic, Mr. Jovo",0,0,315093,-0.720643844967768,1,0,1,1,0,0,0,0,0,0,0,0,1,0
165,"Panula, Master. Eino Viljami",4,1,3101295,1.38330970873284,1,0,1,0,0,0,0,0,0,0,0,0,1,0
166,"Goldsmith, Master. Frank John William ""Frankie""",0,2,363291,0.08380898438834679,1,0,1,0,0,0,0,0,0,0,0,0,1,1
168,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",1,4,347088,0.5839429878868797,0,0,1,0,0,0,1,0,0,0,0,0,1,0
170,"Ling, Mr. Lee",0,0,1601,2.5231608776825887,1,0,1,0,1,0,0,0,0,0,0,0,1,0
171,"Van der hoef, Mr. Wyckoff",0,0,111240,0.963705756645088,1,0,1,0,0,0,0,0,1,0,1,0,0,0
172,"Rice, Master. Arthur",4,1,382652,0.6670160935527378,1,1,0,0,0,0,0,0,0,0,0,0,1,0
173,"Johnson, Miss. Eleanor Ileen",1,1,347742,-0.5530870862092357,0,0,1,0,0,0,0,0,0,0,0,0,1,1
174,"Sivola, Mr. Antti Wilhelm",0,0,STON/O 2. 3101280,-0.7706572453176213,1,0,1,0,1,0,0,0,0,0,0,0,1,0
175,"Smith, Mr. James Clinch",0,0,17764,0.7735395501894151,1,0,0,0,0,0,0,1,0,0,1,0,0,0
176,"Klasen, Mr. Klas Albin",1,1,350404,-0.7754585317512073,1,0,1,1,0,0,0,0,0,0,0,0,1,0
178,"Isham, Miss. Ann Elizabeth",0,0,PC 17595,0.6390424967468876,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179,"Hale, Mr. Reginald",0,0,250653,-0.4264972361304952,1,0,1,0,1,0,0,0,0,0,0,1,0,0
180,"Leonard, Mr. Lionel",0,0,LINE,-1.308089377890621,1,0,1,0,0,1,0,0,0,0,0,0,1,0
183,"Asplund, Master. Clarence Gustaf Hugo",4,2,347077,0.8204470336090675,1,0,1,0,0,0,0,0,0,0,0,0,1,0
184,"Becker, Master. Richard F",2,1,230136,1.3366870473897565,1,0,1,0,0,0,0,0,0,0,0,1,0,1
185,"Kink-Heilmann, Miss. Luise Gretchen",0,2,315153,0.18553115459143824,0,0,1,0,0,0,0,0,0,0,0,0,1,1
188,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,0,111428,0.4923930347040976,1,0,1,0,0,0,1,0,0,0,1,0,0,1
189,"Bourke, Mr. John",1,1,364849,-0.25696028579200947,1,1,0,0,0,1,0,0,0,0,0,0,1,0
190,"Turcin, Mr. Stjepan",0,0,349247,-0.7726374368975747,1,0,1,0,0,1,0,0,0,0,0,0,1,0
191,"Pinsky, Mrs. (Rosa)",0,0,234604,-0.4264972361304952,0,0,1,0,0,1,0,0,0,0,0,1,0,1
192,"Carbines, Mr. William",0,0,28424,-0.4264972361304952,1,0,1,1,0,0,0,0,0,0,0,1,0,0
193,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,0,350046,-0.7754585317512073,0,0,1,1,0,0,0,0,0,0,0,0,1,1
194,"Navratil, Master. Michel M",1,1,230080,0.4550949056296307,1,0,1,0,0,0,0,0,0,0,0,1,0,1
195,"Brown, Mrs. James Joseph (Margaret Tobin)",0,0,PC 17610,0.5717905792866173,0,0,0,0,0,0,1,0,0,0,1,0,0,1
198,"Olsen, Mr. Karl Siegwart Andreas",0,1,4579,-0.7381604026767403,1,0,1,0,0,0,1,0,0,0,0,0,1,0
200,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,0,248747,-0.4264972361304952,0,0,1,0,1,0,0,0,0,0,0,1,0,0
201,"Vande Walle, Mr. Nestor Cyriel",0,0,345770,-0.6638489666043753,1,0,1,0,1,0,0,0,0,0,0,0,1,0
203,"Johanson, Mr. Jakob Alfred",0,0,3101264,-0.8675781290871268,1,0,1,0,0,1,0,0,0,0,0,0,1,0
204,"Youseff, Mr. Gerious",0,0,2628,-0.8181275914123973,1,0,0,0,0,0,1,0,0,0,0,0,1,0
205,"Cohen, Mr. Gurshon ""Gus""",0,0,A/5 3540,-0.7621803978006969,1,0,1,1,0,0,0,0,0,0,0,0,1,1
206,"Strom, Miss. Telma Matilda",0,1,347054,-0.5985772407240583,0,0,1,0,0,0,0,0,0,0,0,0,1,0
207,"Backstrom, Mr. Karl Alfred",1,0,3101278,-0.2332251127446215,1,0,1,0,0,1,0,0,0,0,0,0,1,0
208,"Albimona, Mr. Nassef Cassem",0,0,2699,-0.03401919609690061,1,0,0,0,1,0,0,0,0,0,0,0,1,1
209,"Carr, Miss. Helen ""Ellen""",0,0,367231,-0.7825248318413153,0,1,0,1,0,0,0,0,0,0,0,0,1,1
210,"Blank, Mr. Henry",0,0,112277,0.7941688063066021,1,0,0,0,0,1,0,0,0,0,1,0,0,1
211,"Ali, Mr. Ahmed",0,0,SOTON/O.Q. 3101311,-0.8299951779360912,1,0,1,0,1,0,0,0,0,0,0,0,1,0
212,"Cameron, Miss. Clear Annie",0,0,F.C.C. 13528,0.11602100495265918,0,0,1,0,0,1,0,0,0,0,0,1,0,1
213,"Perkin, Mr. John Henry",0,0,A/5 21174,-0.8164322219090124,1,0,1,0,1,0,0,0,0,0,0,0,1,0
214,"Givard, Mr. Hans Kristensen",0,0,250646,-0.4264972361304952,1,0,1,0,1,0,0,0,0,0,0,1,0,0
217,"Honkanen, Miss. Eliina",0,0,STON/O2. 3101283,-0.7706572453176213,0,0,1,0,1,0,0,0,0,0,0,0,1,1
218,"Jacobsohn, Mr. Sidney Samuel",1,0,243847,0.522909685765025,1,0,1,0,0,0,1,0,0,0,0,1,0,0
220,"Harris, Mr. Walter",0,0,W/C 14208,-0.596034186468981,1,0,1,0,1,0,0,0,0,0,0,1,0,0
221,"Sunderland, Mr. Victor Francis",0,0,SOTON/OQ 392089,-0.7621803978006969,1,0,1,1,0,0,0,0,0,0,0,0,1,1
222,"Bracken, Mr. James H",0,0,220367,-0.4264972361304952,1,0,1,0,1,0,0,0,0,0,0,1,0,0
223,"Green, Mr. George Henry",0,0,21440,-0.7621803978006969,1,0,1,0,0,0,0,1,0,0,0,0,1,0
226,"Berglund, Mr. Karl Ivar Sven",0,0,PP 4348,-0.6740211836246844,1,0,1,0,1,0,0,0,0,0,0,0,1,0
227,"Mellors, Mr. William John",0,0,SW/PP 751,-0.596034186468981,1,0,1,1,0,0,0,0,0,0,0,1,0,1
228,"Lovell, Mr. John Hall (""Henry"")",0,0,A/5 21173,-0.8164322219090124,1,0,1,0,1,0,0,0,0,0,0,0,1,0
229,"Fahlstrom, Mr. Arne Jonas",0,0,236171,-0.4264972361304952,1,0,1,1,0,0,0,0,0,0,0,1,0,0
232,"Larsson, Mr. Bengt Edvin",0,0,347067,-0.7808294623379304,1,0,1,0,1,0,0,0,0,0,0,0,1,0
233,"Sjostedt, Mr. Ernst Adolf",0,0,237442,-0.39258984606279806,1,0,1,0,0,0,0,1,0,0,0,1,0,0
234,"Asplund, Miss. Lillian Gertrud",4,2,347077,0.8204470336090675,0,0,1,0,0,0,0,0,0,0,0,0,1,1
235,"Leyson, Mr. Robert William Norman",0,0,C.A. 29566,-0.596034186468981,1,0,1,0,1,0,0,0,0,0,0,1,0,0
237,"Hold, Mr. Stephen",1,0,26707,0.4550949056296307,1,0,1,0,0,0,1,0,0,0,0,1,0,0
238,"Collyer, Miss. Marjorie ""Lottie""",0,2,C.A. 31921,0.47204860066347926,0,0,1,0,0,0,0,0,0,0,0,1,0,1
239,"Pengelly, Mr. Frederick William",0,0,28665,-0.596034186468981,1,0,1,1,0,0,0,0,0,0,0,1,0,0
240,"Hunt, Mr. George Henry",0,0,SCO/W 1585,-0.4756629517286561,1,0,1,0,0,1,0,0,0,0,0,1,0,0
243,"Coleridge, Mr. Reginald Charles",0,0,W./C. 14263,-0.596034186468981,1,0,1,0,1,0,0,0,0,0,0,1,0,0
244,"Maenpaa, Mr. Matti Alexanteri",0,0,STON/O 2. 3101275,-0.8249090694259368,1,0,1,0,1,0,0,0,0,0,0,0,1,0
245,"Attalah, Mr. Sleiman",0,0,2694,-0.8181275914123973,1,0,0,0,1,0,0,0,0,0,0,0,1,0
247,"Lindahl, Miss. Agda Thorilda Viktoria",0,0,347071,-0.7808294623379304,0,0,1,0,1,0,0,0,0,0,0,0,1,0
248,"Hamalainen, Mrs. William (Anna)",0,2,250649,-0.32477506592740374,0,0,1,0,1,0,0,0,0,0,0,1,0,1
249,"Beckwith, Mr. Richard Leonard",1,1,11751,2.255862140300918,1,0,1,0,0,1,0,0,0,0,1,0,0,1
250,"Carter, Rev. Ernest Courtenay",1,0,244252,0.4550949056296307,1,0,1,0,0,0,0,1,0,0,0,1,0,0
252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,1,347054,-0.5985772407240583,0,0,1,0,1,0,0,0,0,0,0,0,1,0
253,"Stead, Mr. William Thomas",0,0,113514,0.4923930347040976,1,0,1,0,0,0,0,0,1,0,1,0,0,0
254,"Lobb, Mr. William Arthur",1,0,A/5. 3336,-0.2162714177107728,1,0,1,0,1,0,0,0,0,0,0,0,1,0
255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,2,370129,0.06261686559603608,0,0,1,0,0,0,1,0,0,0,0,0,1,0
256,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,2,2650,-0.27419880290242676,0,0,0,0,1,0,0,0,0,0,0,0,1,1
260,"Parrish, Mrs. (Lutie Davis)",0,1,230433,0.4550949056296307,0,0,1,0,0,0,1,0,0,0,0,1,0,1
262,"Asplund, Master. Edvin Rojj Felix",4,2,347077,0.8204470336090675,1,0,1,0,0,0,0,0,0,0,0,0,1,1
264,"Harrison, Mr. William",0,0,112059,-1.308089377890621,1,0,1,0,0,1,0,0,0,0,1,0,0,0
266,"Reeves, Mr. David",0,0,C.A. 17248,-0.596034186468981,1,0,1,0,0,1,0,0,0,0,0,1,0,0
267,"Panula, Mr. Ernesti Arvid",4,1,3101295,1.38330970873284,1,0,1,1,0,0,0,0,0,0,0,0,1,0
268,"Persson, Mr. Ernst Ulrik",1,0,347083,-0.7808294623379304,1,0,1,0,1,0,0,0,0,0,0,0,1,1
272,"Tornquist, Mr. William Henry",0,0,LINE,-1.308089377890621,1,0,1,0,1,0,0,0,0,0,0,0,1,1
273,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,1,250644,0.014298834749567732,0,0,1,0,0,0,1,0,0,0,0,1,0,1
274,"Natsch, Mr. Charles H",0,1,PC 17596,0.7060095921305896,1,0,0,0,0,1,0,0,0,0,1,0,0,0
277,"Lindblom, Miss. Augusta Charlotta",0,0,347073,-0.7825248318413153,0,0,1,0,0,0,1,0,0,0,0,0,1,0
279,"Rice, Master. Eric",4,1,382652,0.6670160935527378,1,1,0,0,0,0,0,0,0,0,0,0,1,0
280,"Abbott, Mrs. Stanton (Rosa Hunt)",1,1,C.A. 2673,0.06515991985111345,0,0,1,0,0,1,0,0,0,0,0,0,1,1
281,"Duane, Mr. Frank",0,0,336439,-0.7825248318413153,1,1,0,0,0,0,0,0,1,0,0,0,1,0
282,"Olsson, Mr. Nils Johan Goransson",0,0,347464,-0.7754585317512073,1,0,1,0,1,0,0,0,0,0,0,0,1,0
283,"de Pelsmaeker, Mr. Alfons",0,0,345778,-0.6638489666043753,1,0,1,1,0,0,0,0,0,0,0,0,1,0
